age,background,experience,schedule,howlong,total_lift,gender_male,BMI,diet,experience_level
26.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1370.0,1,36.40983298930381,normal diet,Professional
39.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,850.0,1,22.375578703703702,normal diet,Amateur
48.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,960.0,1,27.751834953382264,normal diet,Amateur
42.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1150.0,1,25.765817901234566,normal diet,Professional
42.0,Recreational or educational sports,Beginner without coach,Single workout per day,1-2 years|,688.0,1,24.676734693877552,no diet,Amateur
42.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,859.0,1,25.014921946740127,no diet,Professional
32.0,No or minimal sports,Beginner without coach,Multiple workouts per day,1-2 years|,914.0,1,23.01031541360841,normal diet,Amateur
46.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1250.0,1,35.41776315789474,normal diet,Amateur
19.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,660.0,1,22.80493079584775,no diet,Professional
33.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,990.0,1,38.648726851851855,strict diet,Amateur
45.0,Recreational or educational sports,Beginner without coach,Single workout per day,1-2 years|,1040.0,1,32.86184210526316,normal diet,Amateur
24.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,800.0,1,26.144628099173552,no diet,Amateur
29.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,955.0,1,14.503471533425907,no diet,Amateur
48.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,935.0,1,27.249276008019603,normal diet,Amateur
44.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,950.0,1,25.620444444444445,normal diet,Amateur
34.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,675.0,0,23.993818865896266,normal diet,Professional
33.0,Recreational or educational sports,Beginner with coach,Other,4+ years|,765.0,0,23.6159634506853,normal diet,Expert
36.0,Recreational or educational sports,Beginner with coach,Other,2-4 years|,735.0,0,22.73934047469019,normal diet,Professional
24.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,785.0,0,26.152185223725287,normal diet,Amateur
23.0,No or minimal sports,Advanced (Trainer/Courses),Other,1-2 years|,725.0,0,19.764273356401382,normal diet,Amateur
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,840.0,0,24.530762167125804,normal diet,Professional
38.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,1220.0,0,23.920604914933836,normal diet,Amateur
42.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,875.0,0,25.544843520268852,normal diet,Expert
32.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,943.0,0,27.06659729448491,normal diet,Professional
35.0,No or minimal sports,Beginner with coach,Multiple workouts per day,2-4 years|,712.0,0,22.31201171875,normal diet,Professional
37.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,2-4 years|,858.0,0,27.099773242630384,strict diet,Professional
35.0,No or minimal sports,Beginner without coach,Multiple workouts per day,2-4 years|,730.0,0,21.797119140625,normal diet,Professional
33.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,790.0,0,25.68279163517259,normal diet,Professional
36.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,695.0,0,21.2822265625,normal diet,Amateur
30.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,900.0,0,23.413062283737023,normal diet,Expert
31.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,845.0,0,25.996435731788818,normal diet,Professional
24.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,735.0,0,21.09,normal diet,Amateur
23.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,725.0,0,22.500865051903116,normal diet,Amateur
18.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,825.0,0,25.68279163517259,normal diet,Professional
34.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,825.0,0,25.83983069725997,normal diet,Expert
29.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,720.0,0,21.284602076124568,normal diet,Professional
31.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,981.0,0,25.014921946740127,no diet,Professional
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,785.0,0,23.77294685990338,no diet,Professional
24.0,Professional sports,Beginner with coach,Single workout per day,2-4 years|,710.0,0,25.4013671875,strict diet,Professional
24.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,705.0,0,21.611494764981064,normal diet,Professional
28.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,772.0,0,23.40894901144641,normal diet,Amateur
24.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,815.0,0,22.31201171875,normal diet,Professional
33.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,735.0,0,24.689125910509887,normal diet,Amateur
26.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,860.0,0,24.96270581233882,normal diet,Amateur
34.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,785.0,0,24.37158203125,normal diet,Amateur
32.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,2-4 years|,775.0,0,26.259521484375,no diet,Professional
26.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,790.0,0,22.95696366782007,normal diet,Amateur
25.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,715.0,0,23.334150144798397,no diet,Amateur
24.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,796.0,0,23.0209400757407,normal diet,Amateur
25.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,847.0,0,24.792189349112427,normal diet,Amateur
38.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,610.0,0,23.960236686390534,strict diet,Amateur
35.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,2-4 years|,620.0,0,25.190833333333334,normal diet,Professional
43.0,Recreational or educational sports,Beginner with coach,Single workout per day,4+ years|,756.0,0,25.056805524615726,normal diet,Expert
28.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,710.0,0,22.886998529720646,normal diet,Amateur
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,743.0,0,22.80493079584775,normal diet,Amateur
31.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,725.0,0,25.24418270611893,normal diet,Professional
26.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,885.0,0,25.74462890625,normal diet,Professional
27.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,713.0,0,19.737548828125,normal diet,Professional
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,790.0,0,25.786420395421437,normal diet,Professional
42.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,660.0,0,21.110595703125,normal diet,Amateur
30.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,727.0,0,22.109963269054177,normal diet,Amateur
29.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,665.0,0,18.597883597883598,no diet,Amateur
26.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,860.0,0,25.370015593673426,normal diet,Amateur
28.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,727.0,0,25.386111111111113,no diet,Amateur
43.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,725.0,0,21.25472411186697,strict diet,Expert
43.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,735.0,0,24.26581002771479,no diet,Expert
54.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,760.0,0,23.793846153846154,normal diet,Professional
31.0,Recreational or educational sports,Beginner with coach,Other,2-4 years|,705.0,0,23.025951121189216,normal diet,Professional
36.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,600.0,0,21.284602076124568,normal diet,Amateur
52.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,695.0,0,21.96875,normal diet,Expert
37.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,735.0,0,24.046602387511477,normal diet,Professional
28.0,Recreational or educational sports,Beginner with coach,Other,2-4 years|,735.0,0,22.618787704682564,normal diet,Professional
23.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,740.0,0,25.085423875432525,normal diet,Amateur
34.0,No or minimal sports,Beginner with coach,Other,1-2 years|,708.0,0,24.207988980716255,normal diet,Amateur
34.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,815.0,0,24.0283203125,normal diet,Amateur
34.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,665.0,0,23.734441924918116,normal diet,Amateur
32.0,No or minimal sports,Beginner with coach,Multiple workouts per day,2-4 years|,790.0,0,27.43236212278876,normal diet,Professional
27.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,710.0,0,23.170166015625,normal diet,Amateur
25.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,1-2 years|,755.0,0,23.91156462585034,normal diet,Amateur
28.0,No or minimal sports,Advanced (Trainer/Courses),Other,1-2 years|,917.0,0,26.602783203125,strict diet,Amateur
47.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,755.0,0,23.238055555555555,normal diet,Professional
44.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,675.0,0,20.84859521331946,strict diet,Expert
41.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,760.0,0,23.91156462585034,normal diet,Expert
43.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,715.0,0,24.689125910509887,strict diet,Professional
31.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,690.0,0,25.60353798126951,normal diet,Amateur
32.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,645.0,0,21.630769230769232,normal diet,Amateur
33.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,680.0,0,24.019166666666667,normal diet,Amateur
32.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,687.0,0,22.594123048668504,strict diet,Amateur
28.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,725.0,0,21.297988165680472,normal diet,Amateur
28.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,670.0,0,21.787190082644628,normal diet,Professional
39.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,670.0,0,22.677419354838708,normal diet,Expert
42.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,660.0,0,21.297988165680472,normal diet,Professional
42.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,630.0,0,22.594123048668504,normal diet,Expert
36.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,2-4 years|,893.0,0,26.700832466181062,normal diet,Professional
31.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,830.0,0,23.77471383975026,normal diet,Amateur
